index,Dependent,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
97072,0,0.672053527,52,0,1.285188108,3800,13,0,1,0,0
97092,0,0.519277989,57,0,0.424078431,12749,12,0,3,0,1
97102,0,0,48,0,0,3305,8,0,0,0,0
97106,1,1.026486581,36,3,0.548890222,5000,9,0,2,0,0
97140,0,0.010967388,72,0,0.470477976,3200,7,0,1,0,0
97146,0,0.89678511,38,0,0.207820564,10075,4,0,2,0,2
97166,0,0.073562019,48,0,0.216685488,7083,5,0,1,0,2
97178,0,0.593640636,50,0,0.339660159,5531,7,0,1,0,2
97184,1,0.597796143,33,2,0.42473579,3500,12,0,2,1,0
97225,0,0.397265043,75,0,0.703217744,3200,12,0,1,0,1
97286,0,0.059624968,78,1,0.078522864,7500,17,0,0,0,0
97308,1,0.572218221,51,0,0.658987281,4166,6,0,1,0,2
97337,0,1.0131209,28,1,0.023708343,4470,3,0,0,0,0
97364,0,0,60,0,0.064886214,5316,4,0,0,0,0
97376,0,0.072780816,28,0,0.713821545,4000,13,0,3,0,0
97441,0,0.220059995,53,0,0.307173207,4000,5,0,1,0,0
97444,0,0.563022924,68,0,0.030996125,8000,3,1,0,0,2
97469,0,0.041089041,39,0,0.076991445,9000,7,0,0,0,0
97474,0,0.422858656,51,0,0.424873305,7300,23,0,1,0,1
97478,0,0.971286535,35,0,0.830409357,5300,7,0,4,0,2
97490,0,0.522603853,54,0,0.475775927,5283,17,0,0,0,0
97493,0,0.117165016,62,0,0.261704682,4164,9,0,1,0,0
97494,0,0.000613622,62,0,0.422135922,2574,11,0,1,0,0
97498,0,0.9999999,41,0,0.109343936,5532,3,0,0,0,2
97507,0,0.042478737,38,3,0.336367398,4833,17,0,1,0,0
97510,0,0.293030848,46,0,0.588941106,10000,13,0,1,0,2
97534,0,0.019997334,62,1,0.149744501,4500,7,0,0,0,0
97551,0,0.024676977,70,0,0.26779945,8356,10,0,1,0,1
97574,0,0.041918323,85,0,0.432364886,3200,3,0,1,0,0
97589,0,0.274999373,48,0,0.152113389,3950,6,0,0,0,1
97598,0,0.9999999,35,0,0.012341447,2916,0,0,0,0,0
97602,0,0.06852319,70,0,0.510111338,4400,16,0,2,0,1
97613,0,0.993006993,31,1,0.012687428,2600,4,0,0,0,0
97623,0,0.652694611,29,0,0.07266436,2600,2,0,0,0,0
97628,0,0,67,0,0,5500,3,0,0,0,1
97637,0,0.9999999,60,0,0.432345591,2800,8,0,1,0,0
97645,0,0.9999999,42,0,0.893048128,5609,8,4,1,0,2
97647,0,0.953463007,53,0,0.619147817,1900,10,0,0,0,1
97664,0,0.017087733,60,0,1411,0,5,0,1,0,1
97691,0,0.000545145,66,0,0.374711583,6500,18,0,1,0,1
97694,0,0,66,0,0.741910024,2533,6,1,2,0,0
97701,0,0.001146778,55,0,0.178071042,17200,10,0,2,0,2
97756,0,1.010249744,54,0,0.438091559,5176,4,0,1,0,0
97758,0,0.298520632,46,0,0.187088643,7140,11,0,1,0,2
97763,0,0.217608787,52,0,1381,0,9,0,1,0,0
97769,0,0.09395889,40,0,0.303539292,5000,12,0,1,0,3
97778,0,0.3729784,48,0,0.46522217,12737,9,0,2,0,3
97783,0,0.581655328,31,0,0.246516783,6315,17,0,0,0,1
97833,0,0.0299975,70,0,0.119215106,2700,11,0,0,0,0
97836,0,0.263487015,59,0,0.46842193,6000,20,0,1,0,1
97838,0,0.042122417,51,0,0.171221788,10500,4,0,1,0,1
97848,0,0.668186545,36,0,1.037279597,5954,14,0,2,0,2
97856,0,0.536511399,57,1,0.215485522,6250,27,0,0,0,3
97859,0,0.01492565,57,0,0.108361455,8000,4,0,1,0,0
97867,0,0.238352083,38,0,0.469540336,10833,13,0,2,0,1
97890,0,0.053322798,53,0,0.232643437,7633,5,0,1,0,3
97894,0,0.929672243,35,0,0.768948737,15000,12,0,5,0,0
97902,0,0.952890792,44,0,1.446396124,1650,8,0,1,0,0
97915,0,0.109227768,29,1,0.400693148,3750,10,0,1,0,0
97917,0,0.123017768,51,0,0.486114197,4500,19,0,1,0,0
97932,0,0.047999119,75,0,0.447013247,8001,9,0,2,0,0
97965,0,1.028388645,37,1,0.317940954,6604,7,0,2,1,3
97985,0,0.15574503,45,0,0.179857309,6026,6,0,1,0,1
97992,0,0.135729151,73,0,0.382292098,7250,4,0,2,0,0
97998,0,0.016342293,57,0,0.005109282,3522,3,0,0,0,1
98043,0,0.242587871,58,0,0.959053103,3125,7,0,3,0,0
98074,0,0.014045344,46,0,0.172542089,10750,6,0,1,0,0
98089,0,0.008876155,59,0,0.084743083,6324,7,0,1,0,1
98091,0,0.004182503,90,0,0.001999334,3000,3,0,0,0,0
98102,0,0,58,0,0.590273833,8800,8,0,2,0,1
98124,0,0.596955225,64,0,0.147759671,28410,10,0,1,0,0
98129,0,0.023203845,63,0,0.206856252,7700,12,0,1,0,0
98135,0,0.863470446,52,0,40.03096903,1000,10,0,0,0,0
98145,1,0.080932517,80,0,1,2500,11,0,1,2,0
98146,0,0,42,0,0.457735395,10800,5,0,2,0,2
98175,0,0.073783217,42,0,0.329191767,7967,15,0,1,0,0
98179,0,0.012141541,76,0,0.12,4599,5,0,0,0,0
98187,0,0.634670666,34,0,0.085345312,1780,1,0,0,0,0
98216,0,0.04147926,41,0,0.55151729,2833,5,0,2,0,0
98238,0,0.590730082,42,0,0.289392024,8700,7,0,2,0,0
98246,0,0.773225865,31,0,0.338777415,2142,5,0,0,0,1
98250,0,0.402125326,64,0,0.428296615,21832,22,0,4,1,0
98273,0,0.036430478,50,1,0.289342132,5000,15,0,1,0,2
98292,0,0.237685705,35,0,0.63765219,5502,12,0,1,0,2
98294,0,0.904093151,78,0,3576,0,8,0,1,0,0
98307,0,0.652796604,58,0,0.763210511,3500,12,0,0,0,0
98317,0,0.140761497,52,0,0.332672426,7060,4,0,1,0,2
98322,0,0.029267937,40,2,0.630504701,8083,9,0,4,0,2
98337,0,0.562877219,55,0,0.440939014,8050,10,0,2,0,0
98377,0,0,39,0,0.132216946,4000,5,0,0,0,0
98433,0,0.15459227,49,0,0.030656448,3000,3,0,0,0,0
98440,0,0.511898609,32,0,0.219752327,13000,6,0,2,0,0
98444,0,0.113810563,46,0,0.346072659,9000,14,0,1,0,0
98459,0,0.106042332,63,0,0.093951489,9770,10,0,1,0,0
98461,0,0.036762693,51,0,0.345887843,12000,13,0,2,0,2
98479,0,0.072850503,48,0,0.176282372,10000,7,0,1,0,0
98497,1,0.086243745,82,5,0.830458354,4057,27,0,1,0,0
98507,0,0.110736158,67,0,0.004544628,5500,3,0,0,0,0
98518,0,0.149393995,35,0,0.350929814,5000,9,0,2,0,3
98520,0,0.143842912,81,0,0.116941244,10500,24,0,2,0,0
98530,0,0.7143609,40,1,0.318683608,4800,11,0,0,0,1
98538,0,0.004555049,64,0,0.237271699,6186,7,0,1,0,1
98579,0,0.054911897,42,0,0.008981712,9240,5,0,0,0,0
98601,0,0.53912639,49,0,0.164967007,5000,11,0,0,0,1
98614,1,0.473953793,51,0,0.455590183,5133,7,0,1,0,1
98622,1,0.915405716,40,2,0.337266273,10000,11,0,1,1,0
98631,0,0.029524625,40,0,0.217896349,7833,13,0,1,0,0
98687,0,0.231104335,47,0,0.151308115,6000,10,0,1,0,0
98692,0,0.664586833,40,2,0.426876801,5900,9,0,1,0,2
98705,0,0.047526189,35,0,0.193468795,6889,11,0,0,0,4
98714,0,0.149397,38,0,0.053459539,7500,7,0,0,0,0
98733,0,0.363031848,48,0,0.254487253,8746,3,0,2,0,2
98747,0,0.369958893,39,0,0.409210143,3430,4,0,0,0,0
98778,0,0.881411859,41,0,1.636511376,7383,7,0,5,0,2
98781,0,0.307876918,32,0,0.255795364,1250,7,0,0,0,0
98785,0,0.424336436,25,0,0.077163386,3200,6,0,0,0,2
98795,0,0.02588362,47,0,0.215488215,9800,6,0,2,0,3
98820,0,0.053353311,65,0,0.028990337,3000,5,0,0,0,1
98821,0,0.00049995,47,0,0.668586513,8333,5,0,2,0,0
98833,0,0.03656113,82,0,0.044039735,3019,21,0,0,0,0
98841,0,0.026703191,56,0,0.00349965,10000,7,0,0,0,0
98894,0,0,35,0,0.516796641,3333,8,0,1,0,2
98896,0,0.667146628,42,0,0.783738754,3000,5,0,2,0,0
98918,1,0.989600416,62,4,1.247322066,4200,8,0,1,0,0
98921,0,0.140929146,65,0,0.467350243,1852,10,0,0,0,1
98922,0,0.016799328,74,0,0.006662965,1800,2,0,0,0,0
98935,0,0.090558393,44,0,0.447592068,6000,9,0,2,0,3
98940,0,0.428430668,36,0,0.502442997,3683,13,0,2,0,1
98955,0,0.142857143,32,0,0.181927229,2500,7,0,0,0,2
98994,0,1.004903755,45,0,0.518118551,12500,15,0,2,0,4
99000,0,0.9999999,60,0,0,4100,1,0,0,0,0
99023,0,0.914249294,55,4,0.794874627,9052,12,0,3,0,0
99024,1,0.9999999,29,0,0.011157601,716,1,0,0,0,0
99062,0,0,50,0,0.541984733,2750,6,0,1,0,0
99066,0,0.43160498,28,0,0.190368015,2200,8,0,0,0,0
99071,0,0.011749706,54,0,0.171432219,7833,7,0,2,0,3
99106,1,0.334614352,55,0,0.970068027,6614,22,0,7,0,6
99130,0,0.25932784,53,2,0.12363359,11800,8,0,1,0,3
99131,0,0.278096254,54,1,0.690704106,4700,9,0,2,0,3
99154,0,0.9999999,31,0,0.131947221,2500,1,0,0,0,0
99160,0,0.085344882,43,0,0.278465192,8000,9,0,1,0,1
99161,0,0.276335537,43,0,6591,0,14,0,2,0,1
99179,0,0.050342584,79,0,56,0,4,0,0,0,1
99184,0,0.002386228,27,0,0.21049754,1828,5,0,0,0,0
99199,0,0.987130994,53,0,0.28761873,6000,4,0,2,0,2
99204,0,0.118793212,43,0,0.368327084,5600,9,0,1,0,0
99228,0,0.229218007,70,0,0.606031285,6200,24,0,2,0,1
99230,0,0.026984859,81,0,0.011883803,2271,3,0,0,0,0
99231,0,0.015136523,68,0,0.010118044,2371,4,0,0,0,0
99237,0,0.744053283,61,0,0.019981835,1100,3,0,0,0,0
99244,0,0.72249613,57,0,0.869164508,16600,16,0,3,0,2
99270,0,0.00149985,50,2,1.719101124,800,14,0,1,1,3
99271,0,0.125350795,34,0,0.926029588,2500,5,0,2,0,0
99318,0,0.09369088,74,0,0.479241661,4166,7,0,1,0,0
99323,0,0,32,0,0,3360,3,0,0,0,1
99339,0,0.117479589,66,0,0.227781469,19566,4,0,2,0,1
99402,0,0.135998903,34,0,0.618895812,6900,13,0,3,0,3
99421,0,0.9999999,23,0,0.002224694,898,1,0,0,0,0
99459,0,0.462756994,43,2,0.148655257,4089,8,0,0,0,4
99463,1,0.997062684,47,5,0.227954409,5000,5,0,0,1,2
99488,0,0.268842037,61,0,0.518317069,6250,20,0,2,0,0
99495,0,0.259093264,56,0,0.543560058,3454,9,0,1,0,3
99501,1,0.790978842,44,2,0.464841829,6100,9,0,3,0,2
99511,0,0.165699907,70,0,0.212428857,6500,5,0,1,0,1
99520,1,0.776474866,44,0,0.287359023,4255,6,0,0,0,0
99529,0,0.450738732,63,0,0.55499203,6900,11,0,1,0,4
99536,1,1.010663112,36,5,0.314035818,2400,5,2,0,1,2
99549,0,0.695260948,30,0,0.186932849,550,2,0,0,0,0
99555,0,1.016841219,35,0,0.437340153,8601,8,0,2,0,0
99582,0,0.184654356,40,0,0.167482517,2859,2,0,0,0,5
99609,0,0.247488296,73,0,0.283886445,2500,20,0,1,0,0
99615,0,1.080612925,33,4,0.37880471,4500,8,0,2,0,2
99621,0,0.447085654,33,0,0.122529644,6830,8,0,0,0,1
99630,0,0.004749703,72,2,0.092461474,2400,7,0,0,0,0
99631,1,1.093249559,60,2,0.258289703,1718,8,0,0,1,1
99633,0,0.005463281,77,0,0.00456621,1094,3,0,0,0,0
99637,0,0.012022563,43,0,0.707376385,3700,11,0,1,0,2
99658,0,0.721163942,41,0,0.732354997,1430,2,0,0,0,3
99709,0,0.590271846,27,1,0.655086228,4000,7,0,1,0,0
99710,0,0.052694341,51,0,0.228308677,10003,13,0,2,0,2
99728,1,0.563301449,35,0,0.995856602,5550,22,0,2,0,2
99742,0,0.067464418,40,0,0.200295483,4737,2,0,1,0,2
99754,0,0.246279317,32,0,0.471254791,6000,8,0,1,0,1
99764,0,0.390095248,33,0,0.432369038,3836,7,0,0,0,2
99805,0,0.662161271,51,0,0.772756342,4690,9,0,2,0,1
99818,0,0.008077735,78,0,0.001714122,10500,12,0,0,0,0
99824,0,0.64658621,33,1,0.122440538,4834,4,0,0,0,0
99825,0,0.032615805,55,0,0.380218645,11616,12,0,4,0,0
99846,0,0.783875453,56,1,1.030062394,3525,8,0,1,0,0
99859,0,0.056840903,32,0,0.34845815,4539,5,0,1,0,2
99877,0,0.9999999,50,0,0.170851041,28000,4,0,1,0,1
99892,0,0.05343583,40,0,0.518708411,9166,10,0,4,0,2
99897,0,0.000679598,74,0,0.380987472,5427,13,0,2,0,0
99902,0,0.144771046,32,0,0.278487088,10416,4,0,1,0,0
99909,0,0.45845668,64,0,0.397460254,10000,13,0,2,0,0
99914,0,0.062837487,65,0,0.393318147,5267,10,0,1,0,0
99928,0,0.19536686,44,0,0.115647392,6000,5,0,0,0,1
99929,0,0.237749167,52,0,0.600569025,8083,6,0,2,0,1
99935,0,0.966912099,44,0,0.404201805,6758,4,0,1,0,0
99946,1,0.194722111,65,1,0.038441825,3901,9,0,0,0,0
99952,1,0.334778337,44,2,0.553089382,5000,10,0,1,0,3
99959,0,0.010990599,68,0,0.003349833,20000,25,0,0,0,0
99985,0,1.115554921,44,2,0.421330371,7200,5,1,1,1,1
100002,0,0.043495228,79,0,0.269365317,4001,7,0,1,0,0
100018,0,0,39,1,1.736870168,3750,10,0,6,0,0
100056,0,0.9999999,41,0,0.361925249,3718,4,0,1,0,1
100065,0,0.380331604,37,1,0.399766706,6000,6,0,1,0,1
100090,0,0.117112304,47,0,0.846126383,2800,13,0,1,0,1
100112,0,0.056223993,60,0,0.193537328,11666,3,0,1,0,0
100120,0,0.236025505,53,1,0.439621152,3800,5,1,1,1,0
100125,0,0.9999999,53,0,0.597601599,1500,3,2,1,0,0
100154,0,0.9999999,63,0,2587,0,3,0,1,0,0
100174,1,0.9999999,82,0,0,6000,1,0,0,0,0
100177,0,1.00839832,55,2,0.300274149,6200,5,0,1,0,4
100191,0,0.040648896,53,0,0.173638516,3800,6,0,1,0,2
100216,0,0.061702167,62,0,0.229876543,8099,11,0,1,0,1
100223,0,0.02879808,30,0,0.087445347,1600,3,0,0,0,0
100248,0,0.097419335,53,0,0.333729964,14286,10,0,3,0,2
100285,0,0.011392946,76,0,0.024274155,2100,7,0,0,0,0
100286,0,1.013289037,32,1,0.002307101,3900,1,0,0,0,2
100291,0,0.016281461,49,0,0.213961098,5500,7,0,1,0,0
100350,0,0.475772958,44,0,0.522697795,3083,6,0,1,0,2
100355,0,0.016287854,78,0,21,0,7,0,0,0,0
100382,0,0.432751081,52,0,0.285417167,12500,17,0,2,0,1
100399,0,0.49184128,36,0,0.170210334,8747,11,0,0,0,3
100415,0,0.9999999,52,0,0.066231133,4438,3,0,0,0,0
100431,0,0.522018037,63,0,0.295081967,5916,8,0,2,0,2
100438,0,0.16550325,66,0,0.466383404,4000,11,0,1,0,0
100466,0,0.03480715,44,0,0.272069465,7600,9,0,2,0,3
100482,1,1.132116471,43,0,0.031643336,8500,5,0,0,0,2
100502,0,0.016666243,51,0,0.066973496,6300,4,0,0,0,0
100504,0,0.960749189,35,0,0.337034042,13600,9,1,3,0,1
100505,0,0.066836665,70,1,0.022853878,7000,6,0,0,0,0
100514,0,0.36552135,60,0,0.259730758,6833,17,0,1,0,0
100525,0,0.293535323,52,0,1865,0,6,0,1,0,0
100542,0,0.077800728,73,0,2.47027027,924,5,0,1,0,0
100601,0,0.035686458,71,0,0.385888078,2054,8,0,1,0,0
100611,0,0.003730773,53,0,0.326790972,8151,12,0,3,0,0
100616,0,0.024901789,39,0,0.305038446,9883,3,0,1,0,0
100653,0,0,47,0,0.388152962,4000,6,0,2,0,2
100657,0,0.9999999,34,1,0.41290254,9408,8,0,3,0,1
100662,0,0.053051183,44,0,0.005490571,12566,5,0,0,0,0
100682,0,0.127824294,59,0,0.323098307,7913,24,0,2,0,0
100708,0,0.68752314,47,0,0.771881249,6500,6,0,2,0,0
100717,0,0,86,0,0.01349775,6000,7,0,0,0,0
100737,0,0.201760689,62,0,0.383776414,4400,14,0,0,0,0
100738,0,0.285273094,48,0,0.436819688,6338,14,0,1,0,0
100753,0,0.9999999,48,0,0.440355964,10000,4,0,2,0,2
100758,0,0.460798461,33,0,0.327127293,7250,9,0,1,0,2
100776,0,0.711655393,49,1,0.48149995,10026,23,0,2,0,2
100781,0,0.770191507,24,0,0.141868512,2600,3,0,0,0,0
100786,0,0.063573607,78,0,223,0,19,0,0,0,0
100789,0,0.991467804,34,0,0.397298818,7107,5,0,1,0,0
100807,0,0.037749476,83,0,0.052975144,3982,15,0,0,0,0
100808,0,1.006159507,43,2,0.389948007,7500,6,0,1,0,0
100848,0,0.266280175,51,0,0.381049761,4400,6,0,1,0,0
100857,0,0.052783193,41,0,0.090217021,8800,9,0,0,0,1
100881,0,0.55489022,21,0,0.004920049,1625,1,0,0,0,0
100904,0,0.238949639,65,1,0.334960124,8400,11,0,1,0,1
100909,0,0.169310437,45,1,0.138358998,4350,14,0,0,0,1
100920,0,0.658361705,60,0,0.302244039,7129,11,0,1,0,0
100930,0,0.031687043,57,0,0.005186089,9833,4,0,0,0,1
100937,0,0.297710735,63,0,0.226709316,2500,9,0,0,0,0
100941,0,0.033370791,49,0,0.057221314,63000,8,0,2,0,0
100950,0,0.416638891,61,0,0.051589682,5000,16,0,0,0,0
100958,0,0,68,0,0.116941529,2000,12,0,0,0,0
100968,0,0.307667109,41,2,0.534054654,7208,6,0,2,0,3
100983,0,0.89272345,47,0,0.439276486,8900,11,0,2,0,2
100990,0,0.098976208,40,0,0.244177841,4250,10,0,1,0,0
100995,0,0.467417958,57,0,7.326038256,5802,17,0,1,0,0
101017,0,0.009462224,57,0,0.072733986,10833,10,0,1,0,1
101063,0,0.10416531,43,0,0.284813962,8250,7,0,2,0,2
101066,1,0.025153343,89,0,0.001679866,8333,3,0,0,0,0
101079,1,0.055916327,43,0,0.479601632,8333,7,0,1,0,1
101080,0,0.009568208,49,0,0.009824861,2340,8,0,0,0,0
101082,0,0.973351099,30,0,0.635508524,1700,3,0,1,0,1
101091,1,0.9999999,45,98,0,3600,0,98,0,98,0
101127,0,0.029322725,47,1,0.259557344,6460,16,0,1,0,1
101129,0,0.188074363,45,0,0.316005874,6809,16,0,2,0,0
101144,1,0.565790638,53,0,0.073571203,6333,15,0,0,0,2
101154,0,0.316257586,60,0,0.428733032,4419,6,0,1,0,0
101167,1,0.856478431,47,0,1.309922519,4000,16,0,2,0,0
101175,0,0.04979668,35,0,0.24115177,5000,5,0,2,0,3
101223,0,0.224171141,30,1,4.418233754,4200,8,0,1,0,0
101237,0,0.355284618,70,0,1.112468408,2373,8,0,1,0,1
101251,0,0.317853572,45,1,0.94457065,2200,8,0,1,0,2
101262,0,0.008999719,61,0,0.358034971,1200,9,0,1,0,0
101271,0,0.945239718,41,0,0.178071164,6210,4,2,0,0,3
101274,0,0.134069132,63,0,0.211865948,16500,14,0,1,0,1
101277,0,0.04062774,49,0,0.201849769,8000,9,0,2,0,3
101279,0,0.05437415,44,0,0.150641302,11616,9,0,1,0,3
101296,0,0.512778795,49,1,0.25905718,18327,11,0,1,0,3
101298,0,0.01775785,72,0,0.004313444,8345,5,0,0,0,0
101303,0,0.078451784,68,0,0.27334434,5450,5,0,0,0,0
101314,0,0.027853533,52,1,0.183479455,9466,5,0,1,0,0
101323,1,0.817204301,36,2,0.276831976,1350,9,0,0,0,1
101325,0,0.611322322,43,0,0.360931126,4166,8,0,1,0,1
101326,0,0.408080535,45,0,0.223178337,12666,3,0,1,0,1
101335,0,0.311914626,52,0,0.288296372,7800,14,0,1,0,3
101340,0,0.9999999,33,0,0.100599908,6500,1,6,0,1,1
101351,0,0.00193061,36,0,0.08589933,8800,5,0,0,0,2
101354,0,0.859775917,40,0,0.299381124,3877,8,0,0,0,1
101387,0,0.002228529,57,0,0.45840708,5084,10,0,1,0,1
101390,0,0.616027899,52,0,0.454594771,9216,6,0,2,0,0
101397,0,0.036171723,40,0,0.009865351,7500,4,0,0,0,3
101414,0,0.034148293,36,0,0.222702184,4166,4,0,0,0,0
101475,0,0.095066129,38,0,0.459108178,5000,19,0,1,0,0
101487,0,0.56794181,33,0,0.243784748,9532,13,0,0,0,1
101490,0,0.049705424,52,1,1.181917211,6425,18,0,2,0,0
101499,0,0.100907917,65,0,0.230576942,10000,9,0,0,0,1
101538,0,0.008353164,40,0,0.065586883,5000,5,0,0,0,2
101544,0,0.06476179,50,0,0.409693545,4600,22,0,2,0,0
101557,0,0.015033446,78,0,0.001469148,4083,3,0,0,0,0
101580,0,0.342776204,44,1,3460,0,4,0,1,0,1
101594,0,0.160624067,46,0,0.266563147,3863,9,0,0,0,1
101602,1,0.735627921,41,1,1.008330556,3000,4,0,2,0,0
101643,0,1.811459027,64,0,0.318953203,17500,11,0,3,0,1
101656,0,0.075824665,39,0,0.040986922,7416,26,0,0,0,1
101657,0,0.053113935,60,0,0.221529745,3529,8,0,0,0,0
101665,0,0.023375052,76,0,0.45446642,4600,14,0,1,0,0
101671,0,0,36,0,0,3200,5,0,0,0,2
101672,0,0.023410033,68,0,0.003514377,9389,6,0,0,0,0
101674,0,0.665333524,30,1,0.399720056,5000,7,0,1,1,0
101682,0,0.044766138,50,0,0.21794638,5482,11,0,1,0,2
101704,0,0.062187562,70,0,0.019490255,2000,5,0,0,0,0
101718,0,0.535475301,44,0,0.312257302,11845,8,0,2,0,2
101726,0,0.341013632,52,0,0.278836058,13333,13,0,2,0,4
101764,0,0.54162696,46,0,0.493619261,7600,11,0,1,0,0
101802,0,0,49,0,0.377210216,4580,5,0,1,0,0
101806,0,1.008328706,27,0,1.572951366,1500,4,0,1,2,0
101866,0,0.028880504,58,1,0.36718196,7050,14,0,1,0,2
101881,0,0.039317171,60,0,0.190212916,8500,17,0,1,0,1
101884,0,0.04149917,79,0,0.083609003,15416,7,0,1,0,0
101909,0,0.008205641,66,0,0.392187098,7781,9,0,2,0,0
101918,0,0.000599985,63,0,0.14622093,6879,4,0,1,0,0
101928,0,0.019770623,77,0,0.212595801,3000,10,0,1,0,0
101955,0,0.083485235,42,3,2.359550562,800,3,0,1,0,3
101956,0,0.025801702,69,0,0.010976388,7834,13,0,0,0,1
101969,0,0.43938887,42,0,0.328322857,10976,7,0,4,0,0
101976,0,0.281385691,54,0,0.268764165,7500,23,0,2,0,0
101984,0,0.99207597,41,0,0.465502464,9333,7,0,4,0,2
101985,0,0,45,0,0.006069261,2800,15,0,0,0,0
101997,0,0.030905284,87,0,0.149570086,5000,9,0,1,0,1
102022,0,0,83,0,0.004316547,2084,10,0,0,0,0
102051,0,0.850541236,52,0,0.52278408,5200,10,0,3,0,1
102053,0,0.9999999,43,0,0.27518188,13332,8,0,2,0,3
102065,0,0.134237354,31,0,0.069527765,6500,4,0,0,0,0
102079,0,0.935270476,38,1,0.51384995,8916,9,0,2,0,0
102080,1,0.235950701,32,0,0.292376682,2229,9,0,0,0,0
102092,0,0.118164828,62,0,0.337686186,4900,15,0,2,0,0
102099,0,0.289752959,59,2,0.32862396,5166,11,0,0,0,1
102111,0,0.074421039,75,0,0.136748193,6500,4,0,1,0,0
102113,0,0.257690837,30,0,0.095140139,3888,5,0,0,0,1
102117,0,0.048563106,68,0,0.271939569,4500,3,0,1,0,0
102126,0,0,62,0,2801,0,11,0,1,0,0
102136,0,0.587480425,45,0,0.509442346,4500,10,0,1,0,3
102150,0,0.197257255,35,0,0.268688725,3263,6,0,1,0,2
102157,0,0,30,0,0.8718802,600,2,0,0,0,0
102178,0,0.041497925,59,0,0.239945155,4375,12,0,1,0,1
102181,0,0,61,0,0.32070071,8733,6,0,2,0,0
102191,0,0.383348805,67,0,0.419210722,9400,11,0,2,0,0
102196,0,0.285918309,29,1,0.442033898,1474,9,0,0,0,0
102243,0,0.385089784,49,0,0.688664667,11000,13,0,4,0,3
102254,1,0.604042114,58,0,0.278831169,7699,10,0,2,0,0
102261,0,0.911955279,31,1,0.093218049,3700,8,0,0,0,0
102272,0,0.035245324,38,0,0.678323985,3030,13,0,1,0,2
102289,0,0.232438378,65,0,0.129059763,12900,6,0,1,0,0
102324,1,0.403861903,41,3,0.42336809,7000,11,0,2,2,0
102333,0,0,62,0,0.749204907,2200,14,0,1,0,0
102335,0,0.025618678,80,0,0.005998909,5500,3,0,0,0,0
102343,0,0.244481466,42,0,0.003432956,4951,1,0,0,0,2
102353,0,0.151224581,42,0,384,1,7,0,0,0,3
102368,0,0.303561611,70,0,0.128337843,8500,13,0,1,0,0
102390,0,0.499648919,54,0,0.353092415,7000,12,0,1,0,1
102401,0,0.004896659,50,0,0.373047282,4800,7,0,1,0,2
102406,0,0.700294428,56,0,0.444267516,3767,6,0,1,0,1
102414,0,0,56,0,0.125119025,5250,4,0,1,0,0
102417,0,0,27,0,0.243751077,5800,5,0,2,0,1
102418,0,0.089886817,51,0,0.362727455,5000,4,0,1,0,0
102426,0,0,71,0,1.273368607,2267,9,0,2,0,0
102435,0,0.052834752,67,0,0.073616335,3721,6,0,0,0,0
102451,0,0.974155834,40,2,0.600924054,3462,2,0,1,0,0
102461,0,0.9999999,56,0,0,7372,5,0,0,0,0
102476,0,0.407521011,40,2,0.300632691,14382,9,0,2,0,4
102480,0,0.011219309,72,0,0.254395036,6768,10,0,1,0,0
102504,0,0.9999999,45,1,0.143898407,13307,7,0,1,0,3
102513,0,0.395780683,33,1,0.099963249,2720,7,0,0,0,0
102522,0,0.011329326,36,0,0.003548196,3381,4,0,0,0,0
102530,0,0.001705958,54,0,0.153808146,14166,8,0,1,0,1
102553,0,0.396748205,55,0,0.349777481,55500,19,0,7,0,0
102558,0,0.677629386,41,0,489,1,3,0,0,0,0
102589,0,0.773020761,29,0,0.45325779,6000,12,0,2,0,0
102613,1,0.873417722,45,2,0.336707912,8000,9,0,1,0,1
102657,0,0.034853806,45,0,0.015856601,2900,5,0,0,0,0
102661,1,0.534189174,46,2,0.293285693,6716,11,1,2,0,1
102668,1,0.069860279,42,1,0.005833102,25200,1,1,0,0,2
102684,1,0.281952753,61,0,0.641530991,3500,11,1,1,0,0
102701,0,0.143795558,60,0,0.378475336,14494,11,0,2,0,1
102705,0,0.081930223,71,0,0.014661848,9684,5,0,0,0,0
102748,0,0.036174343,45,0,0.379853596,6283,3,0,1,0,1
102804,0,0.106871071,59,0,0.146988241,8333,6,0,1,0,0
102810,0,0.007295326,36,0,0.136191957,4500,3,1,1,1,3
102822,0,0.157949322,57,0,0.324272939,14200,11,0,2,0,0
102831,0,0.262000668,56,0,0.362211396,4720,9,0,2,0,0
102834,0,0.003321619,77,0,0.08747813,4000,14,0,0,0,0
102838,0,0.007849804,69,0,0.002713295,3316,2,0,0,0,1
102852,0,0.714245136,59,0,0.288058571,3960,3,0,1,0,0
102861,0,0,30,0,848,0,3,0,0,1,0
102874,0,0.021477743,67,0,0.022988506,2000,6,0,0,0,0
102902,0,0.020581881,50,0,0.061441323,62400,13,0,4,0,1
102917,0,0.032988023,75,0,0.005683924,8092,5,0,0,0,0
102919,0,0.119988001,42,0,0.225671434,2866,5,1,0,0,0
102927,0,0,28,0,0.383846794,1200,5,0,0,0,0
